Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-September-2024,208.95,216.70,208.55,215.50,212.919129326928068320,674237,9858,143557955.00,361833,53.67,8.15,6.55
11-September-2024,210.95,211.90,205.75,206.90,208.451189225331932371,167504,2367,34916408.00,91860,54.84,6.15,-4.05
10-September-2024,209.10,212.25,208.00,210.90,209.669452444143279311,212508,3094,44556436.00,122795,57.78,4.25,1.80
9-September-2024,211.50,211.50,205.00,207.55,206.680261011419249592,289949,3971,59926735.00,120093,41.42,6.50,-3.95
6-September-2024,212.95,212.95,207.50,210.85,210.018644067796610169,496190,10844,104209151.00,214147,43.16,5.45,-2.10
5-September-2024,211.95,213.50,210.70,212.70,212.144058648382543090,337196,5566,71534128.00,147577,43.77,2.80,0.75
4-September-2024,211.25,214.95,209.20,211.10,211.880891436258803295,496547,10853,105208821.00,254948,51.34,5.75,-0.15
3-September-2024,214.90,217.40,214.70,215.05,215.815545094350505583,225383,2704,48641155.00,90888,40.33,2.70,0.15
2-September-2024,220.70,221.75,214.50,216.40,217.759623799413766046,641041,12562,139592847.00,298096,46.50,7.25,-4.30
30-August-2024,224.15,226.15,222.15,222.75,223.826507625975802009,263245,5213,58921209.00,120878,45.92,4.00,-1.40
29-August-2024,226.15,226.70,220.75,223.95,223.701736839398078560,174973,2996,39141764.00,53712,30.70,5.95,-2.20
28-August-2024,230.25,230.85,225.95,226.20,227.735287562763014722,152558,2402,34742840.00,58184,38.14,4.90,-4.05
27-August-2024,230.00,233.00,228.85,229.50,230.491402339287035286,243322,3271,56083629.00,82773,34.02,4.15,-0.50
26-August-2024,223.65,230.15,221.90,229.00,226.089122956751909530,346813,4582,78410647.00,201758,58.17,8.25,5.35
23-August-2024,226.90,226.90,221.25,221.75,223.763449085231678437,286302,6619,64063923.00,140921,49.22,5.65,-5.15
22-August-2024,224.85,227.80,223.75,226.35,225.840376867967215066,201556,2854,45519483.00,74056,36.74,4.05,1.50
21-August-2024,225.45,227.50,222.25,222.65,223.996677740863787375,254044,3250,56905012.00,106033,41.74,5.25,-2.80
20-August-2024,221.35,225.25,219.80,224.45,221.992979430636615010,375753,5305,83414528.00,169665,45.15,5.45,3.10
19-August-2024,219.05,221.25,217.20,219.95,219.037221016223537734,330754,3602,72447437.00,106928,32.33,4.05,0.90
16-August-2024,215.00,217.85,210.15,217.40,213.723404498439121154,875148,10949,187039610.00,327314,37.40,7.70,2.40
14-August-2024,224.75,225.65,210.25,210.95,214.913702826904330873,1220770,19266,262360201.00,431019,35.31,15.40,-13.80
13-August-2024,235.05,235.05,223.10,224.60,229.047919858856852523,499918,4482,114505178.00,177901,35.59,11.95,-10.45
12-August-2024,219.95,230.70,217.20,229.60,225.262515481826614265,373018,4034,84026973.00,138782,37.21,13.50,9.65
9-August-2024,225.85,226.10,218.50,221.45,222.101417301232442954,612361,11706,136006246.00,356430,58.21,7.60,-4.40
8-August-2024,228.75,229.85,222.00,222.50,225.539995364308937487,319262,8903,72006350.00,188792,59.13,7.85,-6.25
7-August-2024,226.50,229.70,224.05,228.90,227.082426449290354615,169169,2730,38415307.00,59548,35.20,5.65,2.40
6-August-2024,224.25,231.30,222.00,222.65,227.340642529321774604,149036,2298,33881940.00,50322,33.76,9.30,-1.60
5-August-2024,226.05,231.25,221.80,224.15,225.979261698671591642,808938,15467,182803212.00,367374,45.41,9.45,-1.90
2-August-2024,240.00,240.20,234.55,235.95,237.203827640775418699,181992,2891,43169199.00,67750,37.23,5.65,-4.05
1-August-2024,242.45,249.10,241.50,242.70,245.618548028389642035,413672,4213,101605516.00,106627,25.78,7.60,0.25
31-July-2024,243.50,245.65,241.00,241.55,242.262113468179575727,253375,4665,61383163.00,137851,54.41,4.65,-1.95
30-July-2024,243.85,244.70,240.50,243.20,243.259098672973328077,129387,1582,31474565.00,70036,54.13,4.20,-0.65
29-July-2024,240.00,245.95,239.50,244.15,243.483006097671483623,606953,11276,147782741.00,339880,56.00,6.45,4.15
26-July-2024,230.30,239.20,230.30,238.55,236.966133141163009741,632772,9338,149945534.00,342452,54.12,8.90,8.25
25-July-2024,231.15,234.90,227.50,229.90,230.483663436605977244,500197,7196,115287237.00,156405,31.27,7.40,-1.25
24-July-2024,234.65,237.50,232.00,232.80,234.376689558221487666,210558,2495,49349887.00,84585,40.17,5.50,-1.85
23-July-2024,235.45,236.25,221.00,234.65,230.752542450850167043,869535,10877,200647412.00,330045,37.96,15.25,-0.80
22-July-2024,228.40,235.70,225.15,233.90,232.057068921093805428,267799,3831,62144651.00,100691,37.60,10.55,5.50
