Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
18-April-2023,1900.00,1905.00,1885.40,1888.00,1890.628619899007302752,75451,3412,142649820.00,61501,81.51,19.60,-12.00
17-April-2023,1872.70,1913.45,1825.75,1894.45,1890.743924715604882903,158758,10994,300170724.00,92341,58.16,87.70,21.75
13-April-2023,1836.05,1874.00,1832.60,1869.95,1857.135340276786988158,35045,2802,65083308.00,17289,49.33,41.40,33.90
12-April-2023,1840.05,1851.00,1830.65,1843.90,1842.284800787014264633,105716,6946,194758980.00,67154,63.52,20.35,3.85
11-April-2023,1832.00,1850.40,1825.50,1847.60,1839.893639330954354039,177387,6336,326373213.00,56994,32.13,24.90,15.60
10-April-2023,1751.05,1767.50,1749.45,1758.95,1760.063400938652363392,23864,2710,42002153.00,15138,63.43,18.05,7.90
6-April-2023,1758.00,1761.35,1739.10,1757.30,1754.120369587875714808,35499,3559,62269519.00,16418,46.25,22.25,-0.70
5-April-2023,1745.45,1759.80,1740.15,1752.20,1754.345112436897659476,30506,2825,53518052.00,18452,60.49,19.65,6.75
3-April-2023,1739.95,1752.00,1734.05,1745.45,1744.579462517680339462,35350,3529,61670884.00,23039,65.17,17.95,5.50
31-March-2023,1720.90,1740.20,1720.90,1733.50,1733.801157263008453612,46489,3123,80602682.00,28576,61.47,19.30,12.60
29-March-2023,1698.45,1727.20,1694.80,1720.85,1711.009653966866632235,25171,2044,43067824.00,12443,49.43,32.40,22.40
28-March-2023,1705.00,1709.85,1685.55,1698.45,1698.776492669811799320,19713,2153,33487981.00,8051,40.84,24.30,-6.55
27-March-2023,1696.25,1712.80,1694.00,1705.00,1704.276025917926565874,27780,2597,47344788.00,11842,42.63,18.80,8.75
24-March-2023,1675.00,1708.25,1675.00,1691.55,1695.017364394395254878,93064,2740,157745096.00,59885,64.35,33.25,16.55
23-March-2023,1704.00,1704.00,1676.40,1679.15,1690.671396120915603704,28615,2108,48378562.00,7978,27.88,27.60,-24.85
22-March-2023,1707.40,1711.65,1692.15,1704.60,1700.944497806391319020,38521,3501,65522083.00,9757,25.33,19.50,-2.80
21-March-2023,1709.80,1711.15,1692.20,1707.40,1703.249960172056714991,18831,2239,32073900.00,7072,37.56,18.95,-2.40
20-March-2023,1670.05,1702.65,1670.05,1699.45,1692.705752315353469539,42974,3568,72742337.00,19403,45.15,32.60,29.40
17-March-2023,1676.05,1702.00,1671.55,1691.20,1684.844912468579417845,67233,4741,113277178.00,34515,51.34,30.45,15.15
16-March-2023,1661.05,1679.00,1648.00,1664.00,1666.201457426863348544,56538,5642,94203698.00,24445,43.24,31.00,2.95
15-March-2023,1662.00,1687.65,1662.00,1666.10,1675.168247354859930924,36482,2486,61113488.00,15025,41.18,25.65,4.10
14-March-2023,1666.15,1677.30,1644.20,1647.60,1654.536670656944897885,137835,11372,228053062.00,40619,29.47,33.10,-18.55
13-March-2023,1698.95,1722.30,1667.20,1674.40,1697.804229965872644470,87613,5803,148749722.00,28809,32.88,55.10,-24.55
10-March-2023,1705.00,1712.75,1692.75,1698.95,1701.180024249772658381,131960,9147,224487716.00,57287,43.41,20.00,-6.05
9-March-2023,1744.00,1744.00,1714.10,1717.85,1726.013071524864245127,158742,6367,273990767.00,25068,15.79,29.90,-26.15
8-March-2023,1727.00,1743.80,1727.00,1739.90,1735.034632743834011844,122081,6118,211814763.00,20327,16.65,16.80,12.90
6-March-2023,1750.85,1764.45,1743.00,1751.20,1751.165000644533767710,85333,3968,149432163.00,17016,19.94,21.45,0.35
3-March-2023,1726.05,1756.95,1719.10,1750.80,1741.279321624329580951,67868,5564,118177145.00,29179,42.99,37.85,24.75
2-March-2023,1744.55,1745.85,1717.05,1722.20,1733.576256888988865144,35564,2255,61652906.00,9783,27.51,28.80,-22.35
1-March-2023,1735.45,1750.00,1725.80,1744.55,1738.274320197760651446,27508,2398,47816450.00,11654,42.37,24.20,9.10
28-February-2023,1729.45,1741.20,1721.85,1729.00,1731.317684192566895100,35167,4141,60885249.00,17972,51.10,19.35,-0.45
