Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-January-2026,992.05,997.50,989.30,990.75,991.552138025267614415,1055343,32535,1046427608.00,311657,29.53,8.20,-1.30
31-December-2025,991.60,997.50,987.80,991.75,992.373208263069139966,398496,23500,395456754.00,213396,53.55,9.70,0.15
30-December-2025,991.85,994.85,982.20,990.70,987.598853353616206981,662628,9144,654410653.00,505581,76.30,12.65,-1.15
29-December-2025,992.40,997.30,987.00,991.55,991.097695428629833222,450062,13786,446055411.00,275116,61.13,10.30,-0.85
26-December-2025,996.00,997.30,988.50,992.40,992.567063665274053750,144333,5118,143260182.00,89012,61.67,8.80,-3.60
24-December-2025,994.20,999.30,993.25,997.10,996.769302539446576088,448011,22865,446563612.00,67192,15.00,6.05,2.90
23-December-2025,991.80,998.50,987.70,996.40,994.182070429020440031,249755,11832,248301943.00,140481,56.25,10.80,4.60
22-December-2025,985.90,992.80,984.05,987.45,987.844309094060263933,403890,10641,398980438.00,277209,68.63,8.75,1.55
19-December-2025,983.00,988.00,979.00,985.95,984.579399941939434778,943842,13959,929287390.00,709205,75.14,9.00,2.95
18-December-2025,979.90,987.30,976.25,979.65,981.520062900860469636,1528119,61014,1499879457.00,717073,46.93,11.05,-0.25
17-December-2025,998.05,998.05,980.85,984.30,990.077978697515958143,1068420,8133,1057819114.00,874956,81.89,17.20,-13.75
16-December-2025,992.85,998.55,991.00,994.15,993.809664689353730877,800750,6408,795793089.00,721074,90.05,7.55,1.30
15-December-2025,992.00,1002.00,991.95,995.85,996.304818470958103042,109101,3844,108697852.00,58272,53.41,10.05,3.85
12-December-2025,1001.90,1004.70,998.05,1000.20,1000.456696455583646173,380119,4179,380292599.00,326554,85.91,6.65,-1.70
11-December-2025,990.95,1002.70,988.55,1000.20,997.831990992336592483,1479629,41254,1476421151.00,350601,23.70,14.15,9.25
10-December-2025,996.85,998.65,985.20,990.35,990.046260119509049504,579203,26536,573437764.00,214650,37.06,13.45,-6.50
9-December-2025,993.85,1002.75,993.85,996.85,999.350415227043417520,373651,14958,373408282.00,225808,60.43,8.90,3.00
8-December-2025,999.00,1006.30,997.80,1003.10,1002.276566804835066643,201445,7809,201903603.00,113488,56.34,8.50,4.10
5-December-2025,990.95,1007.90,990.95,1003.10,1002.586359934953589238,406479,11415,407530301.00,201496,49.57,16.95,12.15
4-December-2025,998.25,1004.75,992.55,997.25,996.725369589510938996,1499772,33466,1494860801.00,223016,14.87,12.20,-1.00
3-December-2025,988.45,1002.30,987.85,1000.45,993.127925827555698263,573043,13779,569105006.00,352978,61.60,14.45,12.00
2-December-2025,993.00,994.50,985.70,990.00,990.478720745445885853,424122,13439,420083816.00,264487,62.36,8.80,-3.00
1-December-2025,1016.05,1017.90,999.40,1002.55,1005.102549691486725770,330942,8981,332630648.00,228759,69.12,18.50,-13.50
28-November-2025,1007.95,1012.00,1004.30,1007.00,1008.558058113428562131,153665,3885,154980074.00,82956,53.98,7.70,-0.95
27-November-2025,1001.00,1016.85,1001.00,1009.25,1012.711618365489779239,2242837,37626,2271347088.00,1310508,58.43,15.85,8.25
26-November-2025,985.05,1006.95,983.00,1003.85,999.285618010159819193,1611446,24459,1610294812.00,1340803,83.20,23.95,18.80
25-November-2025,1004.00,1006.05,988.40,989.85,995.914794771101188875,464725,9836,462826503.00,189320,40.74,17.65,-14.15
24-November-2025,998.20,1011.00,994.35,999.05,1003.798808670249642986,675044,18548,677608363.00,454958,67.40,16.65,0.85
21-November-2025,1002.05,1008.60,996.50,998.15,999.513360963189256513,833398,14092,832992436.00,710309,85.23,12.10,-3.90
20-November-2025,998.80,1011.00,992.10,1008.80,1005.815608309012532879,1603223,30951,1612546717.00,756375,47.18,18.90,10.00
19-November-2025,989.95,996.50,984.00,994.65,989.631275114278149086,343679,9959,340115487.00,219356,63.83,12.50,4.70
18-November-2025,997.50,998.80,989.00,991.60,994.565599814680998924,289231,9056,287659203.00,203995,70.53,9.80,-5.90
17-November-2025,990.05,997.95,985.55,996.80,992.352317222672914659,1934061,16559,1919269915.00,1683019,87.02,12.40,6.75
14-November-2025,971.50,991.55,971.45,988.85,983.911140405154555971,408881,12435,402302571.00,224662,54.95,20.10,17.35
13-November-2025,983.75,990.30,982.50,986.80,986.136668325481306890,1462892,27329,1442611443.00,656043,44.85,7.80,3.05
12-November-2025,1000.00,1000.00,987.35,989.45,992.882763706199215196,493627,17019,490113740.00,340752,69.03,12.65,-10.55
11-November-2025,985.00,993.25,978.15,991.70,985.399431996671789168,235562,9676,232122661.00,141010,59.86,15.10,6.70
10-November-2025,980.00,991.75,980.00,984.35,987.014195376192411600,501924,13864,495406113.00,252675,50.34,11.75,4.35
7-November-2025,984.30,984.80,974.55,982.90,978.732524278198047273,611248,15089,598248298.00,389913,63.79,10.25,-1.40
6-November-2025,983.90,991.00,974.20,984.50,983.932766779333655239,1294375,26490,1273577975.00,371078,28.67,16.80,0.60
4-November-2025,989.75,996.70,983.65,985.10,992.209103797824314846,597421,12514,592766555.00,392661,65.73,13.05,-4.65
3-November-2025,985.50,994.65,983.20,992.50,990.910975632393615469,754198,15012,747343076.00,451722,59.89,11.45,7.00
31-October-2025,994.90,1004.35,982.20,987.65,989.546730313194721730,944173,28932,934303305.00,644474,68.26,22.15,-7.25
