Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-November-2020,825.00,845.00,820.00,842.35,834.308238930271053176,309312,6459,258061550.00,127539,41.23,25.00,17.35
25-November-2020,841.00,847.60,822.55,824.50,827.775861452119552643,419263,8442,347055791.00,233091,55.60,25.05,-16.50
24-November-2020,840.00,857.00,835.25,840.10,848.526615012498842699,345632,10819,293277951.00,120562,34.88,21.75,0.10
23-November-2020,823.20,842.00,816.75,839.20,832.420578725369832375,329068,7667,273922975.00,173595,52.75,25.25,16.00
20-November-2020,815.00,823.30,804.25,819.10,816.740212898170912922,148052,3896,120920022.00,34928,23.59,19.05,4.10
19-November-2020,814.95,820.00,802.85,804.25,811.343790314577751314,161232,4701,130814582.00,48672,30.19,17.15,-10.70
18-November-2020,819.70,819.70,800.60,814.10,807.857819443741212302,256751,14257,207418303.00,91714,35.72,19.10,-5.60
17-November-2020,832.00,836.15,814.00,815.25,818.352015059214134317,337335,10786,276058777.00,125511,37.21,22.15,-16.75
14-November-2020,831.15,834.40,828.95,830.75,831.123359868240461158,18215,1222,15138912.00,9958,54.67,5.45,-0.40
13-November-2020,824.35,831.30,818.70,828.05,824.159275738282571747,514234,2266,423810721.00,441986,85.95,12.60,3.70
12-November-2020,826.25,837.00,822.05,824.35,827.603661516671819986,200518,6418,165949431.00,58858,29.35,14.95,-1.90
11-November-2020,810.00,829.00,805.25,826.05,816.088119207795248346,482653,18083,393887379.00,166245,34.44,23.75,16.05
10-November-2020,847.20,850.00,805.95,809.80,821.431279310435169902,534366,25277,438944947.00,163015,30.51,44.05,-37.40
9-November-2020,863.00,872.70,847.45,855.65,852.260084401906495027,4797285,8424,4088534519.00,4644733,96.82,25.25,-7.35
6-November-2020,844.00,855.00,836.80,850.60,844.644239571073623643,152940,5506,129179890.00,48530,31.73,18.20,6.60
5-November-2020,834.90,850.90,829.70,843.35,841.348911771081725558,461300,14565,388114253.00,206593,44.78,21.20,8.45
4-November-2020,810.55,841.45,810.55,815.15,824.511126901998161827,235016,7409,193773307.00,43852,18.66,30.90,4.60
3-November-2020,830.70,832.00,812.60,813.85,823.325384833956494481,221719,4861,182546881.00,116683,52.63,19.40,-16.85
2-November-2020,843.20,843.20,820.00,822.20,824.016633730834752981,440250,13266,362773323.00,302147,68.63,23.20,-21.00
30-October-2020,841.00,859.75,833.15,843.20,846.577083720386158302,145329,3575,123032201.00,15397,10.59,26.60,2.20
29-October-2020,824.00,842.00,819.00,839.85,831.016838976386473987,415821,9046,345554253.00,227357,54.68,23.00,15.85
28-October-2020,852.00,852.00,821.70,829.60,840.266479653352349694,698346,10936,586796735.00,523250,74.93,30.30,-22.40
27-October-2020,848.15,857.00,838.65,847.45,846.277373393216664085,154968,5945,131145912.00,39165,25.27,18.35,-0.70
26-October-2020,854.10,860.35,842.20,848.15,853.481283306615831203,276972,6635,236390418.00,124947,45.11,18.15,-5.95
23-October-2020,873.00,875.00,850.60,852.25,860.576118972769936135,222034,6372,191077158.00,109363,49.26,24.40,-20.75
22-October-2020,864.70,878.05,852.20,867.10,867.286645348289449620,180439,4591,156492335.00,32716,18.13,25.85,2.40
21-October-2020,883.40,891.95,859.50,870.70,875.176895364010756019,442171,12815,386977843.00,165296,37.38,32.45,-12.70
20-October-2020,845.05,885.75,845.00,880.05,876.722938626709560518,737324,16469,646428864.00,308465,41.84,40.75,35.00
19-October-2020,839.00,861.40,833.50,844.65,851.393852205487842876,657927,14331,560155003.00,353949,53.80,27.90,5.65
16-October-2020,865.00,877.00,821.00,827.10,836.274867731085234130,723337,21298,604908554.00,99336,13.73,56.00,-37.90
15-October-2020,901.90,903.55,834.00,859.45,876.332900134159324981,881042,11950,772086091.00,532482,60.44,69.55,-42.45
