date,open_price,high_price,low_price,close_price,no_of_shares,no_of_trades,total_turnover
2025-10-21,1477.25,1484.6,1470.0,1472.0,161060,10515,237652935.0
2025-10-20,1446.15,1466.85,1446.15,1461.5,403826,16260,589818375.0
2025-10-17,1459.0,1459.0,1433.8,1441.3,709603,43384,1024837272.0
2025-10-16,1475.0,1484.85,1460.2,1472.75,764627,24948,1124574433.0
2025-10-15,1488.0,1488.7,1467.4,1473.9,331279,18039,488592843.0
2025-10-14,1494.95,1514.85,1486.2,1489.8,163842,14323,245394250.0
2025-10-13,1499.95,1504.75,1483.5,1493.0,314857,16626,469907468.0
2025-10-10,1510.05,1521.05,1497.95,1514.25,203481,11429,307963898.0
2025-10-09,1503.9,1513.4,1487.1,1509.4,581651,20880,876936126.0
2025-10-08,1456.1,1497.9,1455.0,1494.95,285653,9464,426275536.0
2025-10-07,1479.35,1483.0,1454.1,1456.1,222046,4676,323936509.0
2025-10-06,1446.55,1478.6,1442.05,1475.15,78527,4311,115004394.0
2025-10-03,1443.45,1448.7,1433.8,1446.55,139459,5084,201230497.0
2025-10-01,1445.4,1449.5,1427.35,1445.65,900662,29132,1298069381.0
2025-09-30,1443.0,1451.8,1438.4,1442.05,82243,5963,118821062.0
2025-09-29,1460.05,1464.75,1436.7,1440.3,1692478,4695,2454918504.0
2025-09-26,1478.65,1478.65,1441.3,1448.6,208390,14288,303742995.0
2025-09-25,1487.0,1503.0,1476.55,1484.65,451972,23559,671902646.0
2025-09-24,1493.0,1496.7,1483.1,1494.2,238872,25117,356209826.0
2025-09-23,1493.05,1512.95,1493.05,1497.75,216313,15240,324682225.0
2025-09-22,1480.05,1514.7,1480.05,1500.1,722265,49627,1083225093.0
2025-09-19,1541.4,1550.95,1520.6,1540.3,145218,11622,222314851.0
2025-09-18,1545.0,1554.8,1538.0,1540.25,661566,30275,1022584649.0
2025-09-17,1515.25,1526.75,1514.0,1523.0,213257,13500,324322744.0
2025-09-16,1508.05,1514.35,1503.95,1511.35,188722,10550,284513644.0
2025-09-15,1524.1,1527.0,1501.4,1508.05,165226,7345,249517225.0
2025-09-12,1544.65,1544.65,1522.65,1525.55,443179,15641,678667700.0
2025-09-11,1530.0,1530.0,1506.65,1509.5,817985,41143,1236299014.0
2025-09-10,1509.0,1534.5,1509.0,1532.65,425557,25956,649984532.0
2025-09-09,1480.0,1507.0,1472.6,1504.75,575264,16504,858777138.0
2025-09-08,1452.0,1458.45,1428.35,1432.65,144710,9061,208098738.0
2025-09-05,1469.5,1472.55,1433.15,1444.35,251340,16694,363222741.0
2025-09-04,1482.45,1485.0,1460.0,1463.25,498970,30157,731843989.0
2025-09-03,1497.05,1502.4,1473.0,1479.3,115052,12601,170216045.0
2025-09-02,1499.45,1512.85,1486.1,1497.1,80249,5548,120331626.0
2025-09-01,1472.2,1502.5,1472.2,1499.45,98064,4300,146863692.0
2025-08-29,1500.0,1500.9,1467.5,1469.45,463272,7326,685887524.0
2025-08-28,1515.75,1528.4,1498.1,1500.05,220827,9328,332259232.0
2025-08-26,1522.15,1538.3,1518.05,1529.85,848744,33521,1296671085.0
2025-08-25,1492.05,1539.0,1492.05,1532.6,530569,24898,811051307.0
2025-08-22,1496.25,1501.45,1485.9,1487.6,196138,9831,293056815.0
2025-08-21,1508.0,1508.0,1484.15,1496.7,161665,7394,241976946.0
2025-08-20,1440.0,1499.0,1439.9,1495.85,353451,15767,522478359.0
2025-08-19,1434.5,1449.7,1434.5,1440.0,564936,15991,815636791.0
2025-08-18,1468.45,1468.45,1429.65,1435.6,86431,4181,124524366.0
2025-08-14,1427.85,1470.0,1427.4,1447.45,215629,7892,313457977.0
2025-08-13,1428.95,1434.0,1422.2,1426.0,317483,8675,453022513.0
2025-08-12,1429.8,1441.0,1421.15,1424.1,704625,14478,1005803845.0
2025-08-11,1420.0,1433.2,1414.5,1428.0,130477,9205,185862158.0
2025-08-08,1428.95,1433.35,1417.05,1423.65,317247,16554,451844085.0
2025-08-07,1435.0,1442.7,1414.55,1437.65,195425,6380,278678920.0
2025-08-06,1455.7,1455.7,1430.3,1435.75,96277,5059,138845273.0
2025-08-05,1475.2,1479.9,1454.75,1459.75,491243,8755,717027926.0
2025-08-04,1466.0,1482.5,1451.2,1480.35,144987,10425,212448618.0
2025-08-01,1496.95,1498.75,1466.1,1470.6,150754,8360,223127194.0
2025-07-31,1507.55,1526.7,1497.1,1508.6,827621,11605,1249277108.0
2025-07-30,1510.05,1521.5,1505.7,1519.05,159917,6779,242236009.0
2025-07-29,1510.45,1517.2,1496.6,1513.85,341189,19794,514513737.0
2025-07-28,1518.95,1519.35,1482.7,1516.1,287153,16177,432765829.0
2025-07-25,1543.0,1549.75,1511.35,1515.6,463200,30329,706154952.0
2025-07-24,1581.0,1581.0,1548.2,1553.55,380211,14311,592306295.0
2025-07-23,1579.8,1592.4,1551.0,1574.4,239856,11330,379022699.0
2025-07-22,1579.95,1585.6,1567.0,1570.1,571499,21780,899307399.0
2025-07-21,1579.15,1589.0,1568.25,1584.6,120472,7358,190223513.0
2025-07-18,1588.05,1599.0,1579.9,1586.55,369627,3592,586808125.0
2025-07-17,1608.55,1609.75,1580.5,1582.7,159573,6868,254383491.0
2025-07-16,1580.0,1612.1,1579.8,1608.6,60718,3183,97185965.0
2025-07-15,1565.0,1603.8,1565.0,1584.8,896680,16746,1421531072.0
2025-07-14,1589.2,1593.95,1560.0,1570.45,1462073,16995,2325381376.0
2025-07-11,1579.0,1606.95,1563.25,1594.9,360567,14388,573800773.0
2025-07-10,1637.0,1637.0,1607.55,1616.75,771970,6713,1248443300.0
2025-07-09,1638.65,1638.65,1624.0,1633.9,400089,9116,652450597.0
2025-07-08,1628.2,1646.9,1621.1,1638.65,549019,14124,898273133.0
2025-07-07,1640.0,1642.4,1623.05,1627.5,173344,5459,283257444.0
2025-07-04,1628.15,1643.4,1612.4,1640.2,274445,8954,446580433.0
2025-07-03,1610.0,1632.0,1610.0,1618.15,95119,3954,154384707.0
2025-07-02,1616.6,1649.0,1604.0,1609.9,466445,14347,760048498.0
2025-07-01,1601.3,1617.0,1600.9,1608.15,461917,15706,742607687.0
2025-06-30,1609.3,1614.95,1594.25,1601.3,187993,8194,301591301.0
2025-06-27,1602.05,1629.95,1602.05,1608.6,80596,3636,130146508.0
2025-06-26,1615.45,1624.1,1606.55,1615.0,187926,6197,303594673.0
2025-06-25,1592.95,1619.85,1586.0,1615.5,91093,3640,146346598.0
2025-06-24,1603.15,1606.4,1577.9,1581.55,930652,25603,1476691610.0
2025-06-23,1600.0,1600.1,1576.0,1584.7,256524,8970,406966675.0
2025-06-20,1619.0,1630.0,1608.65,1621.85,300615,11493,485866348.0
2025-06-19,1629.65,1629.65,1612.25,1618.5,188630,5213,305291694.0
2025-06-18,1615.0,1644.45,1615.0,1632.8,659232,6720,1078127873.0
2025-06-17,1619.95,1647.7,1615.2,1640.15,2067483,30733,3385826643.0
2025-06-16,1600.0,1634.5,1596.8,1623.75,436434,11680,706396707.0
2025-06-13,1571.05,1608.75,1570.0,1601.55,115149,5082,183486221.0
2025-06-12,1625.95,1627.5,1598.4,1607.4,176187,6694,284030793.0
2025-06-11,1594.95,1634.1,1589.95,1630.7,420095,18115,678996777.0
2025-06-10,1580.0,1607.0,1577.7,1596.25,400500,19033,638968178.0
2025-06-09,1579.0,1587.9,1570.1,1572.55,292314,13135,461092511.0
2025-06-06,1553.3,1568.0,1543.7,1564.05,310045,13482,481849939.0
2025-06-05,1552.0,1567.45,1542.4,1554.35,175186,7307,272546465.0
2025-06-04,1542.3,1557.0,1542.0,1551.25,47951,2722,74323965.0
2025-06-03,1561.8,1566.7,1535.35,1542.35,1190530,44376,1838514520.0
2025-06-02,1562.0,1562.0,1538.75,1554.2,338024,16190,524465355.0
2025-05-30,1569.0,1570.75,1555.1,1562.8,361932,8992,566074953.0
2025-05-29,1585.0,1609.0,1577.0,1585.4,413916,13154,659457418.0
2025-05-28,1574.05,1587.0,1570.05,1572.05,222802,7203,351398848.0
2025-05-27,1578.25,1582.8,1556.2,1570.5,959158,32264,1503549427.0
2025-05-26,1569.95,1583.75,1562.35,1580.4,216608,6668,341843624.0
2025-05-23,1550.0,1586.5,1549.25,1564.5,328344,11155,517638781.0
2025-05-22,1562.0,1562.0,1540.05,1549.2,369151,12874,572791345.0
2025-05-21,1561.65,1570.0,1552.15,1568.1,153101,5664,239782345.0
2025-05-20,1567.0,1583.0,1558.3,1560.4,320816,14747,502839787.0
2025-05-19,1583.95,1583.95,1555.0,1559.15,402469,11775,630425341.0
2025-05-16,1614.2,1614.2,1581.3,1589.75,230333,12414,366416565.0
2025-05-15,1592.35,1618.85,1571.2,1613.25,332079,16918,531537861.0
2025-05-14,1575.0,1594.15,1570.0,1592.6,196636,9233,312403575.0
2025-05-13,1619.6,1619.6,1564.95,1569.1,435421,13547,687154203.0
2025-05-12,1535.25,1632.0,1534.05,1626.7,302933,10553,478657076.0
2025-05-09,1491.2,1511.0,1491.2,1507.45,75913,3131,114112307.0
2025-05-08,1509.95,1516.4,1501.35,1511.25,170453,7751,257206048.0
2025-05-07,1501.3,1518.75,1495.05,1508.5,109324,3869,164875603.0
2025-05-06,1509.0,1515.5,1499.1,1511.3,94902,3665,143313270.0
2025-05-05,1507.35,1522.45,1502.75,1507.7,105684,3653,159808086.0
2025-05-02,1504.95,1523.7,1496.4,1506.45,92930,5510,140332645.0
2025-04-30,1497.4,1508.0,1486.0,1498.9,119269,4233,178968923.0
2025-04-29,1482.2,1509.6,1474.5,1497.4,398565,19745,594391685.0
2025-04-28,1483.0,1488.7,1465.3,1482.2,532448,19955,786804065.0
2025-04-25,1474.1,1501.5,1464.0,1480.2,236153,8768,350489612.0
2025-04-24,1474.75,1483.0,1461.15,1471.3,179407,5968,263680371.0
2025-04-23,1447.35,1487.85,1441.55,1474.85,329800,9413,485341810.0
2025-04-22,1448.95,1448.95,1419.6,1422.4,391747,12926,558423947.0
2025-04-21,1409.0,1471.5,1409.0,1450.45,592543,20729,859552400.0
2025-04-17,1404.85,1429.4,1378.6,1420.2,771330,23993,1077053703.0
2025-04-16,1429.95,1429.95,1396.95,1413.0,345038,18364,487231639.0
2025-04-15,1440.4,1447.0,1409.1,1427.25,383484,16746,545823438.0
2025-04-11,1414.65,1438.55,1397.65,1410.6,493400,18110,701244464.0
2025-04-09,1408.2,1408.2,1381.35,1404.2,263142,16382,366900187.0
2025-04-08,1427.0,1456.5,1415.0,1429.3,415932,18641,597687595.0
2025-04-07,1350.0,1406.85,1307.1,1397.8,1050658,50183,1430751864.0
2025-04-04,1466.95,1472.0,1448.0,1452.3,353376,25682,515947248.0
2025-04-03,1522.9,1530.0,1485.1,1497.0,293518,14229,440072735.0
2025-04-02,1531.5,1555.5,1531.5,1549.85,136844,7745,211712087.0
2025-04-01,1535.1,1547.7,1518.0,1527.5,265555,13575,406206382.0
2025-03-28,1594.95,1597.8,1565.05,1570.4,229420,15363,361684916.0
2025-03-27,1595.6,1620.0,1586.4,1603.55,158837,7952,254308505.0
2025-03-26,1630.0,1637.8,1595.0,1598.15,134262,8644,216724003.0
2025-03-25,1603.0,1635.9,1603.0,1631.7,232600,10509,378344239.0
2025-03-24,1598.3,1606.55,1572.55,1592.2,274520,16450,435871395.0
2025-03-21,1580.0,1603.55,1564.15,1592.6,91843,6399,146079971.0
2025-03-20,1592.95,1631.0,1592.95,1614.15,155196,9060,250868120.0
2025-03-19,1608.75,1608.75,1572.6,1586.55,108452,6426,171624098.0
2025-03-18,1596.3,1612.7,1582.05,1608.8,137751,11471,220561002.0
2025-03-17,1555.0,1594.0,1551.0,1590.55,65835,5581,104177928.0
2025-03-13,1597.5,1606.6,1571.0,1579.25,99375,5366,157577718.0
2025-03-12,1639.65,1639.65,1564.15,1589.6,186559,10570,296090246.0
2025-03-11,1682.95,1682.95,1637.05,1660.6,184062,13785,304660955.0
2025-03-10,1689.95,1718.8,1676.8,1702.75,81295,6063,138451078.0
2025-03-07,1704.95,1704.95,1675.8,1685.75,66194,3915,111649285.0
2025-03-06,1718.65,1721.15,1691.0,1713.2,92840,8890,158306232.0
2025-03-05,1690.05,1732.3,1690.05,1710.8,126336,7014,216797709.0
2025-03-04,1699.95,1699.95,1670.0,1689.7,124480,6967,209611826.0
2025-03-03,1688.4,1728.45,1688.4,1708.1,695948,13320,1190643569.0
2025-02-28,1754.1,1754.45,1682.8,1688.05,113082,7785,192453020.0
2025-02-27,1758.2,1775.9,1751.15,1764.2,80318,5372,141740348.0
2025-02-25,1751.5,1778.45,1749.15,1768.2,299475,13863,529358179.0
2025-02-24,1809.8,1809.8,1750.0,1764.15,200716,16094,355707458.0
2025-02-21,1828.75,1828.75,1806.5,1815.15,900230,2860,1628826105.0
2025-02-20,1800.3,1830.5,1800.3,1823.45,118255,5483,215496341.0
2025-02-19,1845.95,1848.9,1807.0,1810.8,76054,4479,138978454.0
2025-02-18,1840.6,1861.0,1838.0,1851.5,169092,6784,312277486.0
2025-02-17,1848.0,1850.05,1823.0,1842.6,106879,2962,196447024.0
2025-02-14,1852.5,1859.0,1828.05,1856.3,132900,7462,244824039.0
2025-02-13,1865.5,1873.5,1835.15,1843.25,149469,5998,276965636.0
2025-02-12,1876.85,1894.5,1846.25,1863.75,649652,9950,1212488502.0
2025-02-11,1879.3,1902.55,1869.7,1876.8,694809,8410,1305792964.0
2025-02-10,1908.5,1908.5,1878.25,1879.2,204511,7019,385448912.0
2025-02-07,1880.2,1921.0,1880.2,1902.75,141726,5713,269362078.0
2025-02-06,1920.0,1922.65,1900.05,1915.95,107219,5607,204577622.0
2025-02-05,1907.9,1919.1,1894.55,1897.1,189137,12494,360086249.0
2025-02-04,1887.0,1911.4,1875.0,1899.25,386977,27294,732324369.0
2025-02-03,1839.95,1876.5,1832.8,1863.85,130888,11192,242643297.0
2025-02-01,1873.75,1889.95,1845.2,1851.9,70912,4625,132294754.0
2025-01-31,1864.1,1896.15,1864.1,1880.05,218826,4982,411770330.0
2025-01-30,1878.95,1885.95,1844.95,1859.85,98815,12724,183910832.0
2025-01-29,1838.55,1888.0,1838.55,1880.85,220194,19798,410217563.0
2025-01-28,1822.3,1863.0,1822.3,1829.15,366784,23629,676573202.0
2025-01-27,1850.0,1862.45,1812.9,1822.1,93143,5093,171528278.0
2025-01-24,1865.0,1894.85,1864.8,1875.15,273838,22066,515484308.0
2025-01-23,1856.45,1879.5,1850.65,1864.8,135461,14824,253255561.0
2025-01-22,1806.1,1865.4,1806.1,1856.6,142272,7822,261881490.0
2025-01-21,1820.0,1831.85,1792.45,1799.8,504737,21972,915657088.0
2025-01-20,1822.4,1831.6,1793.2,1813.25,54311,3802,98203265.0
2025-01-17,1869.95,1869.95,1812.7,1815.1,256183,13134,467956373.0
2025-01-16,1962.4,1967.75,1917.75,1926.2,113338,7579,220034162.0
2025-01-15,1951.95,1957.9,1938.0,1949.8,40167,2037,78248798.0
2025-01-14,1960.05,1972.0,1931.25,1939.3,215561,9876,418852035.0
2025-01-13,1950.05,1982.55,1948.75,1961.8,140309,6978,276057351.0
2025-01-10,1931.55,1977.0,1931.55,1966.7,320367,21477,627600188.0
2025-01-09,1941.85,1952.0,1909.85,1917.8,272548,9765,524895240.0
2025-01-08,1922.05,1938.95,1888.3,1933.15,201177,10015,383615019.0
2025-01-07,1938.45,1959.4,1924.4,1932.55,244697,17825,472942966.0
2025-01-06,1954.65,1972.95,1927.85,1937.85,189323,6191,367956803.0
2025-01-03,1957.45,1957.45,1922.2,1938.3,205298,9399,397478307.0
2025-01-02,1890.0,1962.05,1885.0,1957.65,232274,13053,451144341.0
2025-01-01,1879.95,1892.1,1875.0,1882.65,180770,5519,340866919.0
2024-12-31,1895.0,1895.3,1845.7,1880.7,49186,3340,91877562.0
2024-12-30,1916.0,1916.0,1886.45,1905.7,232307,9272,441718277.0
2024-12-27,1915.95,1924.0,1904.0,1916.55,299022,11539,571079639.0
2024-12-26,1906.0,1920.9,1902.5,1906.2,294282,10000,561454639.0
2024-12-24,1924.15,1941.75,1900.25,1909.3,225966,7259,432562837.0
2024-12-23,1927.15,1940.45,1909.25,1923.85,65647,3054,126369983.0
2024-12-20,1972.0,1981.65,1911.25,1922.05,251755,11565,486438858.0
2024-12-19,1939.35,1959.0,1921.0,1948.15,75296,4815,145974140.0
2024-12-18,1965.05,1984.45,1962.15,1978.9,91783,5892,181299649.0
2024-12-17,1970.0,1980.55,1959.0,1976.65,38762,2930,76458381.0
2024-12-16,1990.3,1999.25,1977.4,1979.65,73924,5623,146950210.0
2024-12-13,1969.6,2006.8,1946.45,1999.85,182861,7583,363459027.0
2024-12-12,1975.0,1998.65,1973.0,1986.75,109677,6437,218145375.0
2024-12-11,1952.55,1977.55,1947.35,1968.7,208326,10446,409570816.0
2024-12-10,1930.0,1965.0,1930.0,1948.7,192342,9433,374920973.0
2024-12-09,1922.7,1930.9,1897.5,1925.3,122141,8117,233688645.0
2024-12-06,1929.8,1936.1,1913.0,1923.2,125863,6787,241908168.0
2024-12-05,1900.5,1949.0,1889.25,1934.35,235468,13145,452580559.0
2024-12-04,1886.95,1912.9,1874.1,1890.3,60195,3502,114128601.0
2024-12-03,1880.5,1899.0,1872.0,1891.4,68682,2827,129756346.0
2024-12-02,1850.1,1882.0,1836.0,1879.2,144317,8054,269211322.0
2024-11-29,1855.35,1876.75,1845.65,1858.45,210152,10938,390895265.0
2024-11-28,1918.95,1918.95,1852.55,1857.45,122450,6898,229134545.0
2024-11-27,1939.95,1940.65,1912.5,1924.1,53515,3299,103090842.0
2024-11-26,1901.45,1938.7,1899.15,1921.85,101596,5274,195779086.0
2024-11-25,1910.5,1919.0,1882.2,1889.15,181895,8916,344157370.0
2024-11-22,1849.35,1913.9,1834.25,1902.95,383445,18595,721943509.0
2024-11-21,1839.95,1866.6,1820.5,1834.2,134583,9705,247628350.0
2024-11-19,1822.05,1860.0,1822.05,1825.55,92671,5864,170506570.0
2024-11-18,1863.95,1863.95,1795.75,1811.4,131100,6786,237876597.0
2024-11-14,1869.65,1876.05,1856.45,1864.0,216343,14314,403495321.0
2024-11-13,1865.95,1873.45,1857.0,1868.3,60793,4076,113484181.0
2024-11-12,1863.0,1881.25,1861.1,1867.95,73031,4101,136678404.0
2024-11-11,1820.55,1867.8,1820.55,1860.0,173854,11312,322101023.0
2024-11-08,1815.95,1840.0,1813.1,1831.05,152794,7543,279864891.0
2024-11-07,1819.85,1825.1,1786.65,1802.65,108778,7197,196347373.0
2024-11-06,1765.0,1827.0,1763.5,1824.3,2491228,7751,4377024510.0
2024-11-05,1763.75,1768.25,1745.1,1753.8,87084,7082,152742140.0
2024-11-04,1728.95,1768.25,1718.5,1764.9,183170,12641,319107086.0
2024-11-01,1763.0,1766.3,1754.4,1761.6,16395,2210,28889616.0
2024-10-31,1797.0,1797.0,1747.2,1757.15,272382,14317,479244128.0
2024-10-30,1834.95,1839.85,1797.0,1801.75,79714,4763,144807998.0
2024-10-29,1847.0,1851.6,1828.9,1838.75,83833,6388,154271945.0
2024-10-28,1855.05,1881.1,1855.05,1866.25,176878,8051,331434170.0
2024-10-25,1868.75,1876.0,1845.65,1853.25,298913,19155,555808154.0
2024-10-24,1872.05,1883.7,1860.1,1864.4,66000,3189,123183416.0
2024-10-23,1842.35,1885.5,1842.35,1872.85,115059,5027,215402256.0
2024-10-22,1846.05,1877.7,1846.05,1850.95,67574,5907,125673867.0
2024-10-21,1899.4,1899.4,1838.1,1852.5,156295,8501,289804463.0
2024-10-18,1905.0,1936.8,1870.0,1878.85,532991,26388,1007736701.0
2024-10-17,1930.0,1978.0,1930.0,1969.5,265093,9698,517512094.0
2024-10-16,1958.95,1960.1,1916.3,1919.9,65346,4392,126587989.0
2024-10-15,1964.95,1990.9,1952.0,1959.1,218415,7927,428495977.0
2024-10-14,1934.95,1970.0,1933.75,1958.7,78170,6506,152971422.0
2024-10-11,1918.05,1946.9,1909.9,1935.0,219738,13195,424976236.0
2024-10-10,1969.9,1969.9,1914.25,1919.05,133629,8105,258584285.0
2024-10-09,1951.7,1976.9,1945.5,1953.9,127209,7935,249777675.0
2024-10-08,1934.75,1957.75,1906.9,1948.5,303314,20462,586067103.0
2024-10-07,1922.05,1942.25,1915.6,1933.75,367272,18849,709309950.0
2024-10-04,1888.65,1954.1,1888.65,1918.35,537361,19810,1037933258.0
2024-10-03,1886.15,1911.95,1881.1,1893.1,185365,8276,350981870.0
2024-10-01,1876.0,1909.0,1875.0,1904.15,283922,15995,538438978.0
2024-09-30,1884.95,1900.0,1870.0,1876.0,110696,9248,208549215.0
2024-09-27,1930.0,1974.65,1903.3,1907.2,262993,10827,508698330.0
2024-09-26,1890.35,1917.35,1890.35,1899.35,129294,8317,246425271.0
2024-09-25,1893.45,1901.0,1877.4,1896.0,68854,3693,130137585.0
2024-09-24,1885.0,1910.0,1871.05,1897.8,114447,8025,216234321.0
2024-09-23,1908.55,1918.0,1879.0,1897.0,173160,8728,328001181.0
2024-09-20,1911.25,1915.0,1866.95,1906.1,898237,28257,1703289490.0
2024-09-19,1918.5,1924.2,1878.25,1894.15,260296,10634,493850245.0
2024-09-18,1940.0,1940.0,1882.0,1892.35,269091,13487,510578438.0
2024-09-17,1949.75,1958.2,1942.45,1952.65,70650,2380,137923128.0
2024-09-16,1940.25,1952.0,1932.45,1949.75,123161,6497,239605990.0
2024-09-13,1950.35,1958.7,1935.45,1944.3,300090,9679,585279824.0
2024-09-12,1921.25,1956.0,1910.8,1950.35,211482,13909,407508153.0
2024-09-11,1913.0,1926.0,1904.85,1910.8,165928,6700,318221074.0
2024-09-10,1905.0,1935.0,1896.6,1912.9,162880,7948,313306720.0
2024-09-09,1885.05,1920.5,1885.05,1894.7,221300,11332,422969100.0
2024-09-06,1931.15,1935.9,1896.7,1902.2,274994,17270,524484934.0
2024-09-05,1923.15,1938.9,1910.05,1933.0,94075,5170,180623943.0
2024-09-04,1907.6,1928.2,1900.75,1922.05,105955,4815,202258325.0
2024-09-03,1964.9,1965.0,1936.0,1940.2,103637,4867,202452668.0
2024-09-02,1943.0,1975.05,1942.95,1964.1,151346,7223,296853853.0
2024-08-30,1943.9,1950.0,1928.15,1943.3,219394,12807,424945090.0
2024-08-29,1935.0,1950.0,1920.6,1932.4,171353,11787,331903716.0
2024-08-28,1904.5,1950.2,1896.9,1939.2,336061,17662,649961770.0
2024-08-27,1881.7,1902.0,1874.0,1900.15,130940,7851,248170077.0
2024-08-26,1870.0,1888.35,1866.75,1875.95,120624,8452,226756993.0
2024-08-23,1878.95,1880.25,1856.55,1862.35,322603,12535,601225631.0
2024-08-22,1882.35,1893.3,1869.9,1879.95,81706,6368,153695093.0
2024-08-21,1874.0,1879.95,1866.65,1872.25,86735,5632,162309608.0
2024-08-20,1880.05,1885.7,1868.35,1873.5,70074,3408,131548751.0
2024-08-19,1859.35,1866.85,1849.45,1864.1,105146,7851,195715710.0
2024-08-16,1847.25,1861.8,1830.65,1859.35,321175,12691,594825657.0
2024-08-14,1797.35,1825.0,1797.35,1822.65,506152,4781,914729392.0
2024-08-13,1806.35,1807.4,1789.55,1796.8,149499,11304,268928788.0
2024-08-12,1765.05,1803.0,1765.05,1797.55,140719,10204,252101538.0
2024-08-09,1774.65,1779.9,1756.55,1770.85,273636,13885,484154093.0
2024-08-08,1784.35,1784.35,1727.45,1741.1,212394,14709,371713022.0
